reporting_month,sales_month,platform,country,artist_name,release_title,upc,track_title,isrc,quantity,unit_price,revenue,currency,sales_type
2025-01,2025-01,Spotify,Other,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,1314,0.0039,5.12,USD,Stream
2025-03,2025-03,Pandora,United States,Neon Sky,Lights of Tomorrow,7868011280599,Future Lights,US-AMR-25-00114,256,0.0073,1.87,USD,Stream
2025-02,2025-02,YouTube Official Content,Italy,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,5996,0.0034,20.39,USD,Stream
2025-01,2025-01,Apple Music,Philippines,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,2978,0.0069,20.55,USD,Stream
2025-01,2025-01,Pandora,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Moonlit Voice,US-AMR-25-00078,3368,0.0078,26.27,USD,Stream
2025-03,2025-03,Spotify,United States,John Legend,The Legend Continues,1849593103410,Legacy Tune,US-AMR-25-00016,10989,0.006,65.93,USD,Stream
2025-02,2025-02,Soundcloud,United States,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,3129,0.0047,14.71,USD,Stream
2025-01,2025-01,Spotify,United States,Wild Horizon,Endless Journey,2784980841249,Horizon Quest,US-AMR-25-00105,1934,0.006,11.6,USD,Stream
2025-01,2025-01,TikTok,Sweden,Crystal Beats,Crystal Energy,8346578713310,Electric Crystals,US-AMR-25-00065,1467,0.001,1.47,USD,Creation
2025-03,2025-03,Apple Music,United States,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,113,0.0108,1.22,USD,Stream
2025-02,2025-02,YouTube Official Content,New Zealand,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,395,0.0033,1.3,USD,Stream
2025-03,2025-03,Tidal,United States,Crystal Beats,Digital Dreams,5146270482810,Digital Sunset,US-AMR-25-00045,407,0.0094,3.83,USD,Stream
2025-01,2025-01,Spotify,United Kingdom,Electric Avenue,Voltage Highway,6474687234302,Final Discharge,US-AMR-25-00087,2226,0.0059,13.13,USD,Stream
2025-02,2025-02,Apple Music,United States,Crystal Beats,Crystal Energy,8346578713310,Crystal Spark,US-AMR-25-00063,4086,0.011,44.95,USD,Stream
2025-01,2025-01,Spotify,Israel,John Legend,Blue Moon Serenade,1043321819608,Sky High,US-AMR-25-00001,4290,0.0043,18.45,USD,Stream
2025-02,2025-02,Apple Music,Germany,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,9168,0.0104,95.35,USD,Stream
2025-01,2025-01,YouTube Official Content,France,Wild Horizon,Wild Frontier,1182449353486,Brave Escape,US-AMR-25-00112,1983,0.0038,7.54,USD,Stream
2025-01,2025-01,Pandora,United States,Amy Winters,Twilight Melodies,7242388496966,Evening Ballad,US-AMR-25-00038,8956,0.0079,70.75,USD,Stream
2025-02,2025-02,TikTok,United States,Electric Avenue,Voltage Highway,6474687234302,Electric Storm,US-AMR-25-00083,6910,0.0012,8.29,USD,Creation
2025-02,2025-02,Spotify,United States,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2374,0.0061,14.48,USD,Stream
2025-01,2025-01,YouTube Official Content,Spain,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,244,0.0033,0.81,USD,Stream
2025-03,2025-03,Spotify,Germany,Amy Winters,Whispering Winds,3056413953768,Falling Leaves,US-AMR-25-00035,2037,0.0059,12.02,USD,Stream
2025-03,2025-03,YouTube UGC,Other,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,8043,0.001,8.04,USD,Creation
2025-03,2025-03,YouTube Official Content,Germany,Neon Sky,City Reflections,6342160733751,Neon Rain,US-AMR-25-00124,8776,0.0046,40.37,USD,Stream
2025-03,2025-03,Apple Music,Italy,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,10446,0.0074,77.3,USD,Stream
2025-01,2025-01,Spotify,United Kingdom,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2191,0.0061,13.37,USD,Stream
2025-02,2025-02,Spotify,Germany,John Legend,Late Night Grooves,133890838634,Nightfall Serenade,US-AMR-25-00009,9447,0.0062,58.57,USD,Stream
2025-01,2025-01,Soundcloud,United States,Electric Avenue,Voltage Highway,6474687234302,Road to Energy,US-AMR-25-00082,3902,0.0044,17.17,USD,Stream
2025-02,2025-02,Soundcloud,Germany,Crystal Beats,Synthetic Waves,4893252880959,Artificial Breeze,US-AMR-25-00054,1233,0.0045,5.55,USD,Stream
2025-01,2025-01,Spotify,Canada,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,7130,0.0063,44.92,USD,Stream
2025-01,2025-01,YouTube Official Content,Czech Republic,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,2656,0.003,7.97,USD,Stream
2025-03,2025-03,Deezer,Spain,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,1903,0.0046,8.75,USD,Stream
2025-03,2025-03,YouTube Official Content,Australia,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2006,0.0046,9.23,USD,Stream
2025-03,2025-03,Spotify,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,17589,0.0061,107.29,USD,Stream
2025-03,2025-03,Spotify,Japan,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,4240,0.0061,25.86,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Whispering Shadows,US-AMR-25-00080,2140,0.0046,9.84,USD,Stream
2025-02,2025-02,Spotify,Canada,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,6324,0.0057,36.05,USD,Stream
2025-01,2025-01,Apple Music,Netherlands,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,378,0.0093,3.52,USD,Stream
2025-03,2025-03,YouTube UGC,United States,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,894,0.0015,1.34,USD,Creation
2025-02,2025-02,Spotify,Canada,Electric Avenue,Voltage Highway,6474687234302,Final Discharge,US-AMR-25-00087,3684,0.0062,22.84,USD,Stream
2025-03,2025-03,TikTok,Australia,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,3576,0.0012,4.29,USD,Creation
2025-01,2025-01,YouTube Official Content,Spain,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,2450,0.0034,8.33,USD,Stream
2025-01,2025-01,Facebook and Instagram,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,9935,0.0015,14.9,USD,Creation
2025-03,2025-03,Pandora,United States,Crystal Beats,Bassline Revolution,1822782489632,Revolution Groove,US-AMR-25-00057,508,0.0072,3.66,USD,Stream
2025-03,2025-03,Pandora,United States,Crystal Beats,Bassline Revolution,1822782489632,Final Bassline,US-AMR-25-00062,1871,0.0073,13.66,USD,Stream
2025-01,2025-01,Deezer,Brazil,Crystal Beats,Bassline Revolution,1822782489632,Revolution Anthem,US-AMR-25-00061,3149,0.0031,9.76,USD,Stream
2025-02,2025-02,Spotify,Italy,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,2571,0.0043,11.06,USD,Stream
2025-01,2025-01,Apple Music,Australia,John Legend,Smooth Horizons,1615594078169,Horizon Dreams,US-AMR-25-00015,4872,0.0104,50.67,USD,Stream
2025-01,2025-01,Apple Music,Ireland,Amy Winters,Whispering Winds,3056413953768,Frozen Tears,US-AMR-25-00037,6093,0.0093,56.66,USD,Stream
2025-01,2025-01,Spotify,Germany,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,5576,0.0061,34.01,USD,Stream
2025-01,2025-01,YouTube Official Content,Other,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,145,0.0031,0.45,USD,Stream
2025-02,2025-02,Apple Music,New Zealand,John Legend,Legacy of Soul,9283276483505,Soulful Journey,US-AMR-25-00023,3715,0.0074,27.49,USD,Stream
2025-01,2025-01,Spotify,Brazil,Electric Avenue,Voltage Highway,6474687234302,Road to Energy,US-AMR-25-00082,1280,0.0033,4.22,USD,Stream
2025-03,2025-03,Spotify,Australia,Midnight Echo,Echoes in the Dark,518347382999,Shadow Notes,US-AMR-25-00071,8382,0.0058,48.62,USD,Stream
2025-02,2025-02,Soundcloud,United States,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,1625,0.0046,7.47,USD,Stream
2025-01,2025-01,Spotify,United States,Crystal Beats,Crystal Energy,8346578713310,Pulse Reactor,US-AMR-25-00051,4800,0.0058,27.84,USD,Stream
2025-01,2025-01,YouTube Official Content,Argentina,Wild Horizon,Endless Journey,2784980841249,Journey’s End,US-AMR-25-00106,1579,0.0024,3.79,USD,Stream
2025-02,2025-02,YouTube Official Content,United States,Electric Avenue,Voltage Highway,6474687234302,Road to Energy,US-AMR-25-00082,5692,0.0044,25.04,USD,Stream
2025-03,2025-03,Spotify,United States,Amy Winters,Whispering Winds,3056413953768,Northern Wind,US-AMR-25-00032,5511,0.0059,32.51,USD,Stream
2025-02,2025-02,Facebook and Instagram,United States,Amy Winters,Twilight Melodies,7242388496966,Evening Ballad,US-AMR-25-00038,4583,0.0015,6.87,USD,Creation
2025-02,2025-02,Spotify,Colombia,John Legend,Legacy of Soul,9283276483505,Legacy Anthem,US-AMR-25-00024,2837,0.0042,11.92,USD,Stream
2025-01,2025-01,Spotify,Australia,Wild Horizon,Dust & Freedom,9091699854358,Ride or Die,US-AMR-25-00100,959,0.0061,5.85,USD,Stream
2025-01,2025-01,Spotify,United States,Wild Horizon,Dust & Freedom,9091699854358,Ride or Die,US-AMR-25-00100,2939,0.0063,18.52,USD,Stream
2025-03,2025-03,Deezer,United Kingdom,Neon Sky,Lights of Tomorrow,7868011280599,Neon Dawn,US-AMR-25-00115,10206,0.0062,63.28,USD,Stream
2025-02,2025-02,JioSaavn,India,Neon Sky,Skyline Echoes,8262045053317,Urban Echo,US-AMR-25-00121,10165,0.0019,19.31,USD,Stream
2025-03,2025-03,YouTube Official Content,Netherlands,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,483,0.0038,1.84,USD,Stream
2025-01,2025-01,Deezer,United Kingdom,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,4618,0.0061,28.17,USD,Stream
2025-03,2025-03,Spotify,Australia,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,9944,0.0061,60.66,USD,Stream
2025-01,2025-01,Apple Music,Australia,Neon Sky,City Reflections,6342160733751,Starlight Parade,US-AMR-25-00128,2632,0.0109,28.69,USD,Stream
2025-01,2025-01,Spotify,Canada,Amy Winters,Autumn Leaves,1669784801846,Fading Colors,US-AMR-25-00042,3037,0.0058,17.61,USD,Stream
2025-03,2025-03,Facebook and Instagram,United States,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,11501,0.0014,16.1,USD,Creation
2025-01,2025-01,YouTube Official Content,Sweden,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1167,0.004,4.67,USD,Stream
2025-01,2025-01,Spotify,Other,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,2137,0.004,8.55,USD,Stream
2025-03,2025-03,Spotify,France,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,4931,0.0051,25.15,USD,Stream
2025-03,2025-03,Facebook and Instagram,India,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,313,0.001,0.31,USD,Creation
2025-01,2025-01,Apple Music,Egypt,Amy Winters,Twilight Melodies,7242388496966,Twilight Symphony,US-AMR-25-00039,1783,0.0071,12.66,USD,Stream
2025-03,2025-03,Qobuz,France,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,1521,0.0054,8.21,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,7086,0.0045,31.89,USD,Stream
2025-02,2025-02,Pandora,United States,Crystal Beats,Bassline Revolution,1822782489632,Revolution Groove,US-AMR-25-00057,6385,0.0075,47.89,USD,Stream
2025-03,2025-03,Spotify,Brazil,Amy Winters,Twilight Melodies,7242388496966,Sunset Serenade,US-AMR-25-00040,1378,0.0031,4.27,USD,Stream
2025-02,2025-02,Spotify,Canada,Wild Horizon,Roadside Ballads,3462475107993,Highway Song,US-AMR-25-00102,610,0.0057,3.48,USD,Stream
2025-02,2025-02,YouTube UGC,Turkey,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,372,0.0008,0.3,USD,Creation
2025-03,2025-03,Spotify,United Kingdom,Neon Sky,Starlight Parade,4330365414584,Starlight Parade,US-AMR-25-00128,3286,0.0062,20.37,USD,Stream
2025-03,2025-03,TikTok,South Korea,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,2488,0.001,2.49,USD,Creation
2025-03,2025-03,Pandora,United States,Electric Avenue,Voltage Highway,6474687234302,Thunder Ride,US-AMR-25-00084,2233,0.0076,16.97,USD,Stream
2025-03,2025-03,Pandora,United States,Amy Winters,Autumn Leaves,1669784801846,Fading Colors,US-AMR-25-00042,5061,0.0074,37.45,USD,Stream
2025-03,2025-03,Spotify,Australia,John Legend,Smooth Horizons,1615594078169,Ocean Breeze,US-AMR-25-00013,12236,0.0059,72.19,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1825,0.0044,8.03,USD,Stream
2025-03,2025-03,Apple Music,United States,Wild Horizon,Roadside Ballads,3462475107993,Countryside Tales,US-AMR-25-00101,2669,0.0102,27.22,USD,Stream
2025-02,2025-02,Deezer,France,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,1944,0.0054,10.5,USD,Stream
2025-03,2025-03,Facebook and Instagram,United States,John Legend,The Legend Continues,1849593103410,Rising Star,US-AMR-25-00017,5522,0.0015,8.28,USD,Creation
2025-01,2025-01,JioSaavn,India,John Legend,Smooth Horizons,1615594078169,Timeless Love,US-AMR-25-00011,6466,0.0021,13.58,USD,Stream
2025-01,2025-01,YouTube Official Content,United States,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,2819,0.0044,12.4,USD,Stream
2025-01,2025-01,Spotify,Australia,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,1491,0.0063,9.39,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,4804,0.0045,21.62,USD,Stream
2025-01,2025-01,Spotify,India,Midnight Echo,Shadow Symphony,7376311656674,Phantom Melody,US-AMR-25-00075,1309,0.004,5.24,USD,Stream
2025-02,2025-02,Pandora,United States,Neon Sky,City Reflections,6342160733751,Urban Mirage,US-AMR-25-00127,9789,0.0073,71.46,USD,Stream
2025-01,2025-01,Spotify,France,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,6457,0.0054,34.87,USD,Stream
2025-01,2025-01,Pandora,United States,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,4349,0.0077,33.49,USD,Stream
2025-02,2025-02,Deezer,France,Crystal Beats,Bassline Revolution,1822782489632,Revolution Groove,US-AMR-25-00057,2250,0.0052,11.7,USD,Stream
2025-02,2025-02,Spotify,Saudi Arabia,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,2312,0.0039,9.02,USD,Stream
2025-02,2025-02,Spotify,United States,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,6266,0.0058,36.34,USD,Stream
2025-01,2025-01,YouTube Official Content,Canada,John Legend,Blue Moon Serenade,1043321819608,Midnight Whisper,US-AMR-25-00006,7160,0.0045,32.22,USD,Stream
2025-01,2025-01,YouTube Official Content,United Arab Emirates,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,1214,0.0029,3.52,USD,Stream
2025-03,2025-03,TikTok,India,John Legend,Smooth Horizons,1615594078169,Smooth Sailing,US-AMR-25-00014,3996,0.0008,3.2,USD,Creation
2025-02,2025-02,Apple Music,United States,Crystal Beats,Crystal Energy,8346578713310,Crystal Spark,US-AMR-25-00063,6652,0.011,73.17,USD,Stream
2025-03,2025-03,YouTube Official Content,United States,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,1943,0.0046,8.94,USD,Stream
2025-02,2025-02,Soundcloud,United States,Amy Winters,Autumn Leaves,1669784801846,Fading Colors,US-AMR-25-00042,9933,0.0045,44.7,USD,Stream
2025-01,2025-01,Deezer,Malaysia,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,7558,0.0033,24.94,USD,Stream
2025-01,2025-01,TikTok,Jamaica,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,6588,0.0008,5.27,USD,Creation
2025-02,2025-02,TikTok,United States,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,1386,0.0012,1.66,USD,Creation
2025-03,2025-03,Spotify,Australia,Midnight Echo,Moonlit Shadows,1326773602609,Moonlit Shadows,US-AMR-25-00073,3565,0.0061,21.75,USD,Stream
2025-02,2025-02,TikTok,Turkey,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,2950,0.0006,1.77,USD,Creation
2025-03,2025-03,Soundcloud,Australia,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,5951,0.0047,27.97,USD,Stream
2025-01,2025-01,Spotify,Philippines,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,3527,0.0039,13.76,USD,Stream
2025-01,2025-01,Spotify,Dominican Republic,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,707,0.0041,2.9,USD,Stream
2025-01,2025-01,Apple Music,United States,Midnight Echo,Echoes in the Dark,518347382999,Midnight Reflection,US-AMR-25-00067,761,0.0105,7.99,USD,Stream
2025-03,2025-03,Apple Music,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,10786,0.0105,113.25,USD,Stream
2025-03,2025-03,Spotify,France,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,4118,0.0052,21.41,USD,Stream
2025-02,2025-02,YouTube Official Content,Australia,John Legend,Gentle Touch,3164752553416,Gentle Touch,US-AMR-25-00012,2809,0.0046,12.92,USD,Stream
2025-01,2025-01,Soundcloud,United States,Crystal Beats,Synthetic Waves,4893252880959,Wave Rider,US-AMR-25-00055,1988,0.0047,9.34,USD,Stream
2025-01,2025-01,Deezer,United Kingdom,John Legend,The Legend Continues,1849593103410,Rising Star,US-AMR-25-00017,1534,0.0061,9.36,USD,Stream
2025-01,2025-01,Spotify,South Korea,Crystal Beats,Digital Dreams,5146270482810,Cyber Groove,US-AMR-25-00046,1489,0.0054,8.04,USD,Stream
2025-02,2025-02,Spotify,Italy,Amy Winters,Autumn Leaves,1669784801846,Autumn Dreams,US-AMR-25-00043,182,0.0046,0.84,USD,Stream
2025-02,2025-02,Spotify,United States,Wild Horizon,Ride or Die,1183842513545,Ride or Die,US-AMR-25-00100,3471,0.006,20.83,USD,Stream
2025-02,2025-02,Pandora,Canada,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,8628,0.0073,62.98,USD,Stream
2025-02,2025-02,Spotify,Argentina,Electric Avenue,Night Drive,9805009788208,Neon Road,US-AMR-25-00089,1230,0.0032,3.94,USD,Stream
2025-01,2025-01,YouTube Official Content,Canada,John Legend,Smooth Horizons,1615594078169,Timeless Love,US-AMR-25-00011,743,0.0044,3.27,USD,Stream
2025-03,2025-03,YouTube Official Content,Poland,Crystal Beats,Crystal Energy,8346578713310,Pulse Reactor,US-AMR-25-00051,5609,0.0032,17.95,USD,Stream
2025-01,2025-01,Spotify,Germany,Crystal Beats,Digital Dreams,5146270482810,Digital Reflection,US-AMR-25-00050,4995,0.0063,31.47,USD,Stream
2025-01,2025-01,Spotify,Brazil,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,671,0.0033,2.21,USD,Stream
2025-03,2025-03,Spotify,Germany,John Legend,Blue Moon Serenade,1043321819608,Endless Love,US-AMR-25-00005,419,0.0059,2.47,USD,Stream
2025-03,2025-03,Deezer,Jamaica,Electric Avenue,Night Drive,9805009788208,Midnight Highway,US-AMR-25-00088,3057,0.0041,12.53,USD,Stream
2025-03,2025-03,Spotify,Mexico,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,4305,0.0031,13.35,USD,Stream
2025-03,2025-03,Spotify,Germany,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,3623,0.0059,21.38,USD,Stream
2025-01,2025-01,TikTok,Turkey,Midnight Echo,Shadow Symphony,7376311656674,Dark Harmony,US-AMR-25-00077,4887,0.0006,2.93,USD,Creation
2025-02,2025-02,Apple Music,Canada,Wild Horizon,Wild Frontier,1182449353486,Wild Chase,US-AMR-25-00109,2919,0.0107,31.23,USD,Stream
2025-01,2025-01,KKBOX,Japan,Wild Horizon,Dust & Freedom,9091699854358,Endless Trail,US-AMR-25-00095,175,0.0045,0.79,USD,Stream
2025-03,2025-03,Spotify,Japan,John Legend,Legacy of Soul,9283276483505,Harmony’s End,US-AMR-25-00027,2608,0.0058,15.13,USD,Stream
2025-03,2025-03,Spotify,Brazil,Neon Sky,Skyline Echoes,8262045053317,Skyline Dreams,US-AMR-25-00123,1008,0.0032,3.23,USD,Stream
2025-02,2025-02,YouTube UGC,United States,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,5907,0.0015,8.86,USD,Creation
2025-01,2025-01,TikTok,Peru,Wild Horizon,Dust & Freedom,9091699854358,Dusty Echoes,US-AMR-25-00093,1249,0.0008,1.0,USD,Creation
2025-01,2025-01,Spotify,United States,Wild Horizon,Wild Frontier,1182449353486,Frontier Dreams,US-AMR-25-00111,612,0.0058,3.55,USD,Stream
2025-03,2025-03,TikTok,Turkey,Midnight Echo,Shadow Symphony,7376311656674,Shadow Waltz,US-AMR-25-00076,3028,0.0006,1.82,USD,Creation
2025-02,2025-02,YouTube Official Content,Ukraine,Amy Winters,Twilight Melodies,7242388496966,Evening Ballad,US-AMR-25-00038,5871,0.003,17.61,USD,Stream
2025-02,2025-02,Apple Music,Netherlands,Wild Horizon,Endless Journey,2784980841249,Burning Miles,US-AMR-25-00099,1023,0.0093,9.51,USD,Stream
2025-01,2025-01,YouTube Official Content,Italy,Midnight Echo,Nocturnal Whispers,6247317810807,Moonlit Voice,US-AMR-25-00078,1332,0.0034,4.53,USD,Stream
2025-01,2025-01,Apple Music,United States,Amy Winters,Twilight Melodies,7242388496966,Evening Ballad,US-AMR-25-00038,6635,0.0107,70.99,USD,Stream
2025-02,2025-02,Soundcloud,United States,Midnight Echo,Echoes in the Dark,518347382999,Midnight Reflection,US-AMR-25-00067,3228,0.0047,15.17,USD,Stream
2025-01,2025-01,Spotify,Italy,Crystal Beats,Crystal Energy,8346578713310,Crystal Spark,US-AMR-25-00063,4857,0.0045,21.86,USD,Stream
2025-02,2025-02,Spotify,United States,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,9650,0.0058,55.97,USD,Stream
2025-03,2025-03,Apple Music,Canada,Electric Avenue,Voltage Highway,6474687234302,High Voltage,US-AMR-25-00081,3007,0.0107,32.17,USD,Stream
2025-03,2025-03,Spotify,Other,Wild Horizon,Dust & Freedom,9091699854358,Dusty Echoes,US-AMR-25-00093,272,0.0041,1.12,USD,Stream
2025-01,2025-01,TikTok,United States,Crystal Beats,Synthetic Waves,4893252880959,Synth Tide,US-AMR-25-00053,2612,0.0012,3.13,USD,Creation
2025-01,2025-01,Spotify,France,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,972,0.005,4.86,USD,Stream
2025-01,2025-01,Spotify,United States,Midnight Echo,Silent Screams,106513338729,Silent Screams,US-AMR-25-00074,3310,0.0061,20.19,USD,Stream
2025-01,2025-01,Apple Music,Switzerland,Amy Winters,Twilight Melodies,7242388496966,Twilight Symphony,US-AMR-25-00039,5985,0.0108,64.64,USD,Stream
2025-03,2025-03,Spotify,Czech Republic,John Legend,Late Night Grooves,133890838634,Nightfall Serenade,US-AMR-25-00009,4133,0.004,16.53,USD,Stream
2025-02,2025-02,Spotify,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,3521,0.006,21.13,USD,Stream
2025-01,2025-01,Spotify,Romania,John Legend,Timeless Love,7940265423516,Timeless Love,US-AMR-25-00011,1244,0.0038,4.73,USD,Stream
2025-03,2025-03,YouTube Official Content,United Kingdom,Amy Winters,Frozen Tears,5328710122696,Frozen Tears,US-AMR-25-00037,423,0.0045,1.9,USD,Stream
2025-01,2025-01,Deezer,France,Midnight Echo,Echoes in the Dark,518347382999,Lost Frequencies,US-AMR-25-00068,421,0.0054,2.27,USD,Stream
2025-02,2025-02,YouTube Official Content,Other,Electric Avenue,Voltage Highway,6474687234302,Spark Journey,US-AMR-25-00086,1608,0.0031,4.98,USD,Stream
2025-01,2025-01,YouTube Official Content,Switzerland,Crystal Beats,Bassline Revolution,1822782489632,Bass Drop,US-AMR-25-00056,3952,0.0043,16.99,USD,Stream
2025-01,2025-01,Apple Music,United States,Wild Horizon,Dust & Freedom,9091699854358,Desert Ride,US-AMR-25-00092,851,0.0103,8.77,USD,Stream
2025-03,2025-03,Apple Music,United States,Neon Sky,Neon Rain,5869232260256,Neon Rain,US-AMR-25-00124,6469,0.0108,69.87,USD,Stream
2025-01,2025-01,Spotify,United States,Crystal Beats,Pulse Reactor,5098393010312,Pulse Reactor,US-AMR-25-00051,1861,0.0057,10.61,USD,Stream
2025-02,2025-02,Pandora,United States,Wild Horizon,Burning Miles,7401640052429,Burning Miles,US-AMR-25-00099,1509,0.0073,11.02,USD,Stream
2025-01,2025-01,Pandora,United States,Wild Horizon,Dust & Freedom,9091699854358,Sunset Journey,US-AMR-25-00096,2517,0.0077,19.38,USD,Stream
2025-02,2025-02,JioSaavn,India,Crystal Beats,Crystal Energy,8346578713310,Neon Hearts,US-AMR-25-00052,1969,0.0019,3.74,USD,Stream
2025-03,2025-03,Spotify,Nigeria,John Legend,The Legend Continues,1849593103410,Timeless Soul,US-AMR-25-00020,4481,0.0039,17.48,USD,Stream
2025-01,2025-01,TikTok,Sweden,Electric Avenue,Electric Sunrise,8121913619393,Electric Sunrise,US-AMR-25-00091,427,0.001,0.43,USD,Creation
2025-03,2025-03,YouTube Official Content,Canada,Crystal Beats,Neon Hearts,7015430391171,Neon Hearts,US-AMR-25-00052,6873,0.0045,30.93,USD,Stream
2025-02,2025-02,Spotify,Australia,Neon Sky,Skyline Echoes,8262045053317,City Pulse,US-AMR-25-00122,709,0.0059,4.18,USD,Stream
2025-02,2025-02,Spotify,Mexico,Midnight Echo,Nocturnal Whispers,6247317810807,Nighttime Secrets,US-AMR-25-00079,3808,0.0031,11.8,USD,Stream
